,OysterID,SampleEventID,ShellHeight,ShellLength,ShellWidth,TotalWeight,TarePanWeight,TissueWetWeight,ShellWetWeight,TissueDryWeight,ShellDryWeight,OldSampleNumber,Comments
12008,SLSC1012-04,SLCOLL_20101208_1_0269_1,78.6,NA,NA,47.46,1,9.07,NA,1.7,30.22,SL-S-619,"SL, SW, ShellWetWeight not recorded. "
12009,SLSC1012-05,SLCOLL_20101208_1_0269_1,82.9,NA,NA,69.66,1.01,17.11,NA,2.32,43.33,SL-S-620,"SL, SW, ShellWetWeight not recorded. "
12010,SLSC1012-06,SLCOLL_20101208_1_0270_1,61,NA,NA,38.18,0.99,6.8,NA,2.01,28.26,SL-S-621,"SL, SW, ShellWetWeight not recorded. "
12011,SLSC1012-07,SLCOLL_20101208_1_0270_1,53.1,NA,NA,29.66,1,6.76,NA,1.93,20.2,SL-S-622,"SL, SW, ShellWetWeight not recorded. "
12012,SLSC1012-08,SLCOLL_20101208_1_0270_1,56.4,NA,NA,22.88,1.02,4.56,NA,1.6,15.64,SL-S-623,"SL, SW, ShellWetWeight not recorded. "
12013,SLSC1012-09,SLCOLL_20101208_1_0270_1,47.8,NA,NA,24.99,1.02,6.23,NA,1.72,17.52,SL-S-624,"SL, SW, ShellWetWeight not recorded. "
12014,SLSC1012-10,SLCOLL_20101208_1_0270_1,47.4,NA,NA,20.03,1.04,4.49,NA,1.48,12.96,SL-S-625,"SL, SW, ShellWetWeight not recorded. "
12015,SLSC1012-11,SLCOLL_20101208_1_0269_1,71.4,NA,NA,74.43,1.03,15.45,NA,2.1,50.71,SL-S-626,"SL, SW, ShellWetWeight not recorded. "
12016,SLSC1012-12,SLCOLL_20101208_1_0269_1,67.8,NA,NA,65.04,1.01,10.96,NA,1.72,44.35,SL-S-627,"SL, SW, ShellWetWeight not recorded. "
12017,SLSC1012-13,SLCOLL_20101208_1_0269_1,72.7,NA,NA,54.77,1.02,13.44,NA,1.56,38.12,SL-S-628,"SL, SW, ShellWetWeight not recorded. "
12018,SLSC1012-14,SLCOLL_20101208_1_0269_1,54.7,NA,NA,27.51,1,6.97,NA,1.33,17.45,SL-S-629,"SL, SW, ShellWetWeight not recorded. "
12019,SLSC1012-15,SLCOLL_20101208_1_0269_1,47.2,NA,NA,17.12,1.01,3.44,NA,1.36,12.1,SL-S-630,"SL, SW, ShellWetWeight not recorded. "
12020,SLSC1101-01,SLCOLL_20110105_1_0269_1,102,NA,NA,102.59,1.05,22.47,NA,3.31,67.39,SL-S-631,"SL, SW, ShellWetWeight not recorded. "
12021,SLSC1101-02,SLCOLL_20110105_1_0269_1,67.1,NA,NA,59.36,1.02,10.29,NA,2.12,43.56,SL-S-632,"SL, SW, ShellWetWeight not recorded. "
12022,SLSC1101-03,SLCOLL_20110105_1_0269_1,66,NA,NA,72.83,1.02,14.74,NA,2.67,51.1,SL-S-633,"SL, SW, ShellWetWeight not recorded. "
12023,SLSC1101-04,SLCOLL_20110105_1_0269_1,74.7,NA,NA,47.61,1.03,10.9,NA,2.28,33.17,SL-S-634,"SL, SW, ShellWetWeight not recorded. "
12024,SLSC1101-05,SLCOLL_20110105_1_0269_1,70.1,NA,NA,66.82,1.02,13.03,NA,2.56,48.51,SL-S-635,"SL, SW, ShellWetWeight not recorded. "
12025,SLSC1101-06,SLCOLL_20110105_1_0270_1,65,NA,NA,38.2,0.99,7.3,NA,2.16,26.63,SL-S-636,"SL, SW, ShellWetWeight not recorded. "
12026,SLSC1101-07,SLCOLL_20110105_1_0270_1,53.1,NA,NA,35.53,1,9.3,NA,2.12,24.21,SL-S-637,"SL, SW, ShellWetWeight not recorded. "
12027,SLSC1101-08,SLCOLL_20110105_1_0270_1,54.3,NA,NA,32.06,1,8.08,NA,2.01,21.86,SL-S-638,"SL, SW, ShellWetWeight not recorded. "
12028,SLSC1101-09,SLCOLL_20110105_1_0270_1,45.6,NA,NA,31.14,0.99,4.55,NA,1.66,24.53,SL-S-639,"SL, SW, ShellWetWeight not recorded. "
12029,SLSC1101-10,SLCOLL_20110105_1_0270_1,53.3,NA,NA,27.66,1.05,5.03,NA,1.68,20.7,SL-S-640,"SL, SW, ShellWetWeight not recorded. "
12030,SLSC1101-11,SLCOLL_20110105_1_0269_1,90,NA,NA,92.38,1.01,20.21,NA,3.72,64.81,SL-S-641,"SL, SW, ShellWetWeight not recorded. "
12031,SLSC1101-12,SLCOLL_20110105_1_0269_1,60.5,NA,NA,39.51,0.98,6,NA,1.63,30.63,SL-S-642,"SL, SW, ShellWetWeight not recorded. "
12032,SLSC1101-13,SLCOLL_20110105_1_0269_1,81.8,NA,NA,50.57,0.99,12.66,NA,2.48,32.78,SL-S-643,"SL, SW, ShellWetWeight not recorded. "
12033,SLSC1101-14,SLCOLL_20110105_1_0269_1,63.4,NA,NA,78.79,1,13,NA,2.54,59.24,SL-S-644,"SL, SW, ShellWetWeight not recorded. "
12034,SLSC1101-15,SLCOLL_20110105_1_0269_1,77.7,NA,NA,74.81,1,16.79,NA,1.9,51.43,SL-S-645,"SL, SW, ShellWetWeight not recorded. "
12035,SLSC1102-01,SLCOLL_20110202_1_0269_1,86.7,NA,NA,53.53,1,7.48,NA,1.7,37.58,SL-S-646,"SL, SW, ShellWetWeight not recorded. "
12036,SLSC1102-02,SLCOLL_20110202_1_0269_1,94.3,NA,NA,67.65,1,16.47,NA,2.19,45.36,SL-S-647,"SL, SW, ShellWetWeight not recorded. "
12037,SLSC1102-03,SLCOLL_20110202_1_0269_1,69.6,NA,NA,56.7,1.02,13.28,NA,1.95,39.13,SL-S-648,"SL, SW, ShellWetWeight not recorded. "
12038,SLSC1102-04,SLCOLL_20110202_1_0269_1,71.3,NA,NA,57.25,1.02,8.34,NA,1.92,42.28,SL-S-649,"SL, SW, ShellWetWeight not recorded. "
12039,SLSC1102-05,SLCOLL_20110202_1_0269_1,56,NA,NA,49.8,1,9.89,NA,1.89,35.16,SL-S-650,"SL, SW, ShellWetWeight not recorded. "
12040,SLSC1102-06,SLCOLL_20110202_1_0270_1,67.6,NA,NA,59.74,1.01,11.2,NA,2.94,41.96,SL-S-651,"SL, SW, ShellWetWeight not recorded. "
12041,SLSC1102-07,SLCOLL_20110202_1_0270_1,71.6,NA,NA,44.72,1.02,11.67,NA,2.75,29.2,SL-S-652,"SL, SW, ShellWetWeight not recorded. "
12042,SLSC1102-08,SLCOLL_20110202_1_0270_1,46.5,NA,NA,18.95,0.99,3.75,NA,1.41,13.27,SL-S-653,"SL, SW, ShellWetWeight not recorded. "
12043,SLSC1102-09,SLCOLL_20110202_1_0270_1,50.3,NA,NA,27.74,1.01,5.26,NA,1.75,20.9,SL-S-654,"SL, SW, ShellWetWeight not recorded. "
12044,SLSC1102-10,SLCOLL_20110202_1_0270_1,59.9,NA,NA,44.03,1,10.86,NA,2.6,29.75,SL-S-655,"SL, SW, ShellWetWeight not recorded. "
12045,SLSC1102-11,SLCOLL_20110202_1_0269_1,71.5,NA,NA,22.61,1.03,7.23,NA,1.48,13.7,SL-S-656,"SL, SW, ShellWetWeight not recorded. "
12046,SLSC1102-12,SLCOLL_20110202_1_0269_1,41.9,NA,NA,10.49,1,2.41,NA,1.22,7.11,SL-S-657,"SL, SW, ShellWetWeight not recorded. "
12047,SLSC1102-13,SLCOLL_20110202_1_0269_1,50.3,NA,NA,15.06,1.03,3.87,NA,1.29,9.6,SL-S-658,"SL, SW, ShellWetWeight not recorded. "
12048,SLSC1102-14,SLCOLL_20110202_1_0269_1,67.5,NA,NA,29.99,1.05,6.1,NA,1.65,21,SL-S-659,"SL, SW, ShellWetWeight not recorded. "
12049,SLSC1102-15,SLCOLL_20110202_1_0269_1,61.2,NA,NA,44.5,1.01,7.9,NA,1.76,31.92,SL-S-660,"SL, SW, ShellWetWeight not recorded. "
12050,SLSC1103-01,SLCOLL_20110302_1_0269_1,60.3,NA,NA,33.48,1,5.66,NA,1.61,24.08,SL-S-661,"SL, SW, ShellWetWeight not recorded. "
12051,SLSC1103-02,SLCOLL_20110302_1_0269_1,64,NA,NA,34.49,1.01,5.47,NA,1.55,23.18,SL-S-662,"SL, SW, ShellWetWeight not recorded. "
12052,SLSC1103-03,SLCOLL_20110302_1_0269_1,40.4,NA,NA,10.2,1.01,1.85,NA,1.17,7.5,SL-S-663,"SL, SW, ShellWetWeight not recorded. "
12053,SLSC1103-04,SLCOLL_20110302_1_0269_1,61.3,NA,NA,65.9,1.02,9.17,NA,2.18,43.77,SL-S-664,"SL, SW, ShellWetWeight not recorded. "
12054,SLSC1103-05,SLCOLL_20110302_1_0269_1,49.1,NA,NA,50.75,1.01,6.79,NA,1.66,32.15,SL-S-665,"SL, SW, ShellWetWeight not recorded. "
12055,SLSC1103-06,SLCOLL_20110302_1_0270_1,73.7,NA,NA,66.72,1,12.41,NA,3.2,45.67,SL-S-666,"SL, SW, ShellWetWeight not recorded. "
12056,SLSC1103-07,SLCOLL_20110302_1_0270_1,58.5,NA,NA,39.55,0.99,6.32,NA,1.75,28.6,SL-S-667,"SL, SW, ShellWetWeight not recorded. "
12057,SLSC1103-08,SLCOLL_20110302_1_0270_1,60.5,NA,NA,39.07,1,5.3,NA,1.76,29.91,SL-S-668,"SL, SW, ShellWetWeight not recorded. "
12058,SLSC1103-09,SLCOLL_20110302_1_0270_1,55.8,NA,NA,22.26,1,3.62,NA,1.47,16.51,SL-S-669,"SL, SW, ShellWetWeight not recorded. "
12059,SLSC1103-10,SLCOLL_20110302_1_0270_1,62.5,NA,NA,40.46,1,5.73,NA,1.95,29.72,SL-S-670,"SL, SW, ShellWetWeight not recorded. "
12060,SLSC1103-11,SLCOLL_20110302_1_0269_1,64.7,NA,NA,51.51,0.99,8.19,NA,1.89,33.78,SL-S-671,"SL, SW, ShellWetWeight not recorded. "
12061,SLSC1103-12,SLCOLL_20110302_1_0269_1,55.9,NA,NA,21.85,0.99,3.36,NA,1.39,14.17,SL-S-672,"SL, SW, ShellWetWeight not recorded. "
12062,SLSC1103-13,SLCOLL_20110302_1_0269_1,51.2,NA,NA,46.5,1.01,4.75,NA,1.42,35.85,SL-S-673,"SL, SW, ShellWetWeight not recorded. "
12063,SLSC1103-14,SLCOLL_20110302_1_0269_1,59.6,NA,NA,38.74,1.02,5.98,NA,1.73,30.18,SL-S-674,"SL, SW, ShellWetWeight not recorded. "
12064,SLSC1103-15,SLCOLL_20110302_1_0269_1,54,NA,NA,11.93,1.04,2.92,NA,1.21,7.9,SL-S-675,"SL, SW, ShellWetWeight not recorded. "
12065,SLSC1104-01,SLCOLL_20110406_1_0269_1,130.1,NA,NA,149.51,1.01,17.94,NA,3.89,107.57,SL-S-676,"SL, SW, ShellWetWeight not recorded. "
12066,SLSC1104-02,SLCOLL_20110406_1_0269_1,33.5,NA,NA,5.56,1,1.78,NA,1.1,3.99,SL-S-677,"SL, SW, ShellWetWeight not recorded. "
12067,SLSC1104-03,SLCOLL_20110406_1_0269_1,52.5,NA,NA,35.48,1.04,5.74,NA,1.8,25.57,SL-S-678,"SL, SW, ShellWetWeight not recorded. "
12068,SLSC1104-04,SLCOLL_20110406_1_0269_1,61.1,NA,NA,36.23,1.01,4.17,NA,1.51,29.29,SL-S-679,"SL, SW, ShellWetWeight not recorded. "
12069,SLSC1104-05,SLCOLL_20110406_1_0269_1,67.4,NA,NA,39.79,1,4.96,NA,1.44,26.22,SL-S-680,"SL, SW, ShellWetWeight not recorded. "
12070,SLSC1104-06,SLCOLL_20110406_1_0270_1,70.4,NA,NA,55.8,1.03,8.17,NA,2.09,39.67,SL-S-681,"SL, SW, ShellWetWeight not recorded. "
12071,SLSC1104-07,SLCOLL_20110406_1_0270_1,72.3,NA,NA,63.78,0.99,10.03,NA,1.3,44.6,SL-S-682,"SL, SW, ShellWetWeight not recorded. "
12072,SLSC1104-08,SLCOLL_20110406_1_0270_1,70.3,NA,NA,61.7,1.03,6.65,NA,1.93,47.11,SL-S-683,"SL, SW, ShellWetWeight not recorded. "
12073,SLSC1104-09,SLCOLL_20110406_1_0270_1,53.8,NA,NA,31.25,1,3.96,NA,1.4,24.56,SL-S-684,"SL, SW, ShellWetWeight not recorded. "
12074,SLSC1104-10,SLCOLL_20110406_1_0270_1,68.6,NA,NA,52.11,1,6.47,NA,1.81,42.78,SL-S-685,"SL, SW, ShellWetWeight not recorded. "
12075,SLSC1104-11,SLCOLL_20110406_1_0269_1,84,NA,NA,69.25,1.02,11.3,NA,2.68,47.71,SL-S-686,"SL, SW, ShellWetWeight not recorded. "
12076,SLSC1104-12,SLCOLL_20110406_1_0269_1,82.3,NA,NA,46.46,1.04,7.7,NA,1.98,31.56,SL-S-687,"SL, SW, ShellWetWeight not recorded. "
12077,SLSC1104-13,SLCOLL_20110406_1_0269_1,48.7,NA,NA,18.76,1,3.08,NA,1.3,13.79,SL-S-688,"SL, SW, ShellWetWeight not recorded. "
12078,SLSC1104-14,SLCOLL_20110406_1_0269_1,53.5,NA,NA,40.9,1,5.11,NA,1.57,31.4,SL-S-689,"SL, SW, ShellWetWeight not recorded. "
12079,SLSC1104-15,SLCOLL_20110406_1_0269_1,52.1,NA,NA,32.11,1.03,5.96,NA,1.72,21.21,SL-S-690,"SL, SW, ShellWetWeight not recorded. "
12080,SLSC1105-01,SLCOLL_20110505_1_0269_1,72.2,NA,NA,74.92,0.98,6.41,NA,1.93,57.97,SL-S-691,"SL, SW, ShellWetWeight not recorded. "
12081,SLSC1105-02,SLCOLL_20110505_1_0269_1,78.8,NA,NA,88.77,0.99,14.32,NA,2.83,58.77,SL-S-692,"SL, SW, ShellWetWeight not recorded. "
12082,SLSC1105-03,SLCOLL_20110505_1_0269_1,68,NA,NA,81,1,9.13,NA,2.05,60.59,SL-S-693,"SL, SW, ShellWetWeight not recorded. "
12083,SLSC1105-04,SLCOLL_20110505_1_0269_1,65.5,NA,NA,61.68,1.02,10.03,NA,2.19,42.38,SL-S-694,"SL, SW, ShellWetWeight not recorded. "
12084,SLSC1105-05,SLCOLL_20110505_1_0269_1,58.5,NA,NA,42.15,1.01,6.48,NA,1.84,31.16,SL-S-695,"SL, SW, ShellWetWeight not recorded. "
12085,SLSC1105-06,SLCOLL_20110505_1_0270_1,87.1,NA,NA,61.21,1.02,7.96,NA,2.07,42.07,SL-S-696,"SL, SW, ShellWetWeight not recorded. "
12086,SLSC1105-07,SLCOLL_20110505_1_0270_1,57.3,NA,NA,55.14,1.01,5.85,NA,1.88,43.16,SL-S-697,"SL, SW, ShellWetWeight not recorded. "
12087,SLSC1105-08,SLCOLL_20110505_1_0270_1,50,NA,NA,30.67,0.95,3.87,NA,1.42,24.11,SL-S-698,"SL, SW, ShellWetWeight not recorded. "
12088,SLSC1105-09,SLCOLL_20110505_1_0270_1,77.2,NA,NA,62.49,1.01,7.24,NA,2.01,46.02,SL-S-699,"SL, SW, ShellWetWeight not recorded. "
12089,SLSC1105-10,SLCOLL_20110505_1_0270_1,65.6,NA,NA,44.61,1,5.09,NA,1.67,34.38,SL-S-700,"SL, SW, ShellWetWeight not recorded. "
12090,SLSC1105-11,SLCOLL_20110505_1_0269_1,69,NA,NA,46.48,0.95,6.45,NA,1.75,33.07,SL-S-701,"SL, SW, ShellWetWeight not recorded. "
12091,SLSC1105-12,SLCOLL_20110505_1_0269_1,63.7,NA,NA,83.77,0.99,7.97,NA,2.14,68.07,SL-S-702,"SL, SW, ShellWetWeight not recorded. "
12092,SLSC1105-13,SLCOLL_20110505_1_0269_1,62.1,NA,NA,50.65,1.01,6.12,NA,1.74,33.76,SL-S-703,"SL, SW, ShellWetWeight not recorded. "
12093,SLSC1105-14,SLCOLL_20110505_1_0269_1,78,NA,NA,61.1,0.99,9.8,NA,2.06,38.93,SL-S-704,"SL, SW, ShellWetWeight not recorded. "
12094,SLSC1105-15,SLCOLL_20110505_1_0269_1,71.8,NA,NA,52.74,1,6.49,NA,1.82,39.84,SL-S-705,"SL, SW, ShellWetWeight not recorded. "
12095,SLSC1106-01,SLCOLL_20110601_1_0269_1,87.7,NA,NA,72.19,1,11.81,NA,2.4,54.78,SL-S-706,"SL, SW, ShellWetWeight not recorded. "
12096,SLSC1106-02,SLCOLL_20110601_1_0269_1,56.1,NA,NA,32.76,0.98,4.4,NA,1.53,26.92,SL-S-707,"SL, SW, ShellWetWeight not recorded. "
12097,SLSC1106-03,SLCOLL_20110601_1_0269_1,65.9,NA,NA,49.63,1.01,7.26,NA,2.01,38.24,SL-S-708,"SL, SW, ShellWetWeight not recorded. "
12098,SLSC1106-04,SLCOLL_20110601_1_0269_1,56.9,NA,NA,44.12,0.98,7.73,NA,1.94,34.69,SL-S-709,"SL, SW, ShellWetWeight not recorded. "
12099,SLSC1106-05,SLCOLL_20110601_1_0269_1,82.6,NA,NA,55.22,1.01,8.76,NA,2.19,41.53,SL-S-710,"SL, SW, ShellWetWeight not recorded. "
12100,SLSC1106-06,SLCOLL_20110601_1_0270_1,55.7,NA,NA,30.18,0.99,5.06,NA,1.67,23.13,SL-S-711,"SL, SW, ShellWetWeight not recorded. "
12101,SLSC1106-07,SLCOLL_20110601_1_0270_1,72.4,NA,NA,58.12,0.98,11.2,NA,2.65,38.31,SL-S-712,"SL, SW, ShellWetWeight not recorded. "
12102,SLSC1106-08,SLCOLL_20110601_1_0270_1,78.3,NA,NA,88.21,0.99,14.35,NA,2.93,64.72,SL-S-713,"SL, SW, ShellWetWeight not recorded. "
12103,SLSC1106-09,SLCOLL_20110601_1_0270_1,69,NA,NA,44.22,0.99,8.4,NA,2.06,31.12,SL-S-714,"SL, SW, ShellWetWeight not recorded. "
12104,SLSC1106-10,SLCOLL_20110601_1_0270_1,72.7,NA,NA,48.91,1,8.37,NA,2.13,34.92,SL-S-715,"SL, SW, ShellWetWeight not recorded. "
12105,SLSC1106-11,SLCOLL_20110601_1_0271_1,49.5,NA,NA,42.02,1.01,6.72,NA,2.05,33.69,SL-S-716,"SL, SW, ShellWetWeight not recorded. "
12106,SLSC1106-12,SLCOLL_20110601_1_0271_1,74.2,NA,NA,54.26,1.01,8.37,NA,2.04,44.06,SL-S-717,"SL, SW, ShellWetWeight not recorded. "
12107,SLSC1106-13,SLCOLL_20110601_1_0271_1,74.7,NA,NA,47.69,1,9.24,NA,2.15,33.33,SL-S-718,"SL, SW, ShellWetWeight not recorded. "
12108,SLSC1106-14,SLCOLL_20110601_1_0271_1,81.8,NA,NA,102.94,0.99,15.25,NA,3.6,74.49,SL-S-719,"SL, SW, ShellWetWeight not recorded. "
12109,SLSC1106-15,SLCOLL_20110601_1_0271_1,59.9,NA,NA,50.95,1,10.38,NA,2.5,36.6,SL-S-720,"SL, SW, ShellWetWeight not recorded. "
12110,SLSC1107-01,SLCOLL_20110706_1_0269_1,68,NA,NA,43.21,1.01,8.06,NA,1.64,30.41,SL-S-721,"SL, SW, ShellWetWeight not recorded. "
12111,SLSC1107-02,SLCOLL_20110706_1_0269_1,57.8,NA,NA,59.32,1,8,NA,1.72,46.76,SL-S-722,"SL, SW, ShellWetWeight not recorded. "
12112,SLSC1107-03,SLCOLL_20110706_1_0269_1,59.7,NA,NA,33.29,0.98,6.13,NA,1.51,25.65,SL-S-723,"SL, SW, ShellWetWeight not recorded. "
12113,SLSC1107-04,SLCOLL_20110706_1_0269_1,73.6,NA,NA,46.72,1,8,NA,1.92,36.28,SL-S-724,"SL, SW, ShellWetWeight not recorded. "
12114,SLSC1107-05,SLCOLL_20110706_1_0269_1,64.5,NA,NA,34.66,1,6.37,NA,1.56,26.2,SL-S-725,"SL, SW, ShellWetWeight not recorded. "
12115,LXNC1304-23,LXCOLL_20130402_1_0243_1,51.8,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Top 2 Bottom ; Barnacles:1 Bottom ; P. Ostreum: Present Top  Present Bottom "
12116,LXNC1304-24,LXCOLL_20130402_1_0243_1,45,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Barnacles:1 Bottom ; Algae: Present Top ; Tube worm: Present Bottom "
12117,LXNC1304-25,LXCOLL_20130402_1_0243_1,67,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Barnacles:1 Bottom ; Algae: Present Top "
12118,LXNC1304-26,LXCOLL_20130402_1_0243_1,42.8,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Bottom ; Algae: Present Top  Present Bottom "
12119,LXNC1304-27,LXCOLL_20130402_1_0243_1,51.3,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Algae: Present Top  Present Bottom ; Tube worm: Present Bottom "
12120,LXNC1304-28,LXCOLL_20130402_1_0243_1,56.7,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Barnacles:1 Top 1 Bottom ; Algae: Present Top "
12121,LXNC1304-29,LXCOLL_20130402_1_0243_1,42.7,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Top "
12122,LXNC1304-30,LXCOLL_20130402_1_0243_1,42.5,NA,NA,NA,NA,NA,NA,NA,NA,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:5 Top 2 Bottom ; Algae: Present Top  Present Bottom "
12123,LXNC1305-01,LXCOLL_20130507_1_0243_1,19.4,NA,NA,3.03,1.11,1.45,NA,1.15,2.34,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; "
12124,LXNC1305-02,LXCOLL_20130507_1_0243_1,19.5,NA,NA,1.76,1.08,1.2,NA,1.1,1.46,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; "
12125,LXNC1305-03,LXCOLL_20130507_1_0243_1,15.7,NA,NA,1.05,1.08,1.19,NA,1.09,0.76,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12126,LXNC1305-04,LXCOLL_20130507_1_0243_1,19.4,NA,NA,2.6,1.08,1.37,NA,1.11,2.13,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12127,LXNC1305-05,LXCOLL_20130507_1_0243_1,19,NA,NA,1.97,1.06,1.34,NA,1.1,1.52,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12128,LXNC1305-06,LXCOLL_20130507_1_0243_1,35.9,NA,NA,19.86,1.1,3.47,NA,1.31,15.23,LX-N-M1,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12129,LXNC1305-07,LXCOLL_20130507_1_0243_1,39.2,NA,NA,10.09,1.1,4.28,NA,1.28,7.01,LX-N-M2,"PPC Condition Index Data, fields recorded are erratic; "
12130,LXNC1305-08,LXCOLL_20130507_1_0243_1,37,NA,NA,11.97,1.11,2.94,NA,1.31,8.87,LX-N-M3,"PPC Condition Index Data, fields recorded are erratic; "
12131,LXNC1305-09,LXCOLL_20130507_1_0243_1,36.1,NA,NA,12.12,1.1,3.36,NA,1.31,8.84,LX-N-M4,"PPC Condition Index Data, fields recorded are erratic; "
12132,LXNC1305-10,LXCOLL_20130507_1_0243_1,34.9,NA,NA,7.79,1.12,2.32,NA,1.26,5.65,LX-N-M5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12133,LXNC1305-11,LXCOLL_20130507_1_0243_1,31,NA,NA,7.87,1.11,3.27,NA,1.21,6.19,LX-N-M6,"PPC Condition Index Data, fields recorded are erratic; "
12134,LXNC1305-12,LXCOLL_20130507_1_0243_1,26,NA,NA,4.76,1.08,1.75,NA,1.17,3.58,LX-N-M7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12135,LXNC1305-13,LXCOLL_20130507_1_0243_1,39.3,NA,NA,10.4,1.07,4.54,NA,1.25,6.78,LX-N-M8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
12136,LXNC1305-14,LXCOLL_20130507_1_0243_1,38.9,NA,NA,14.41,1.12,3.16,NA,1.35,10.48,LX-N-M9,"PPC Condition Index Data, fields recorded are erratic; "
12137,LXNC1305-15,LXCOLL_20130507_1_0243_1,32.2,NA,NA,4.99,1.08,2.99,NA,1.18,3.78,LX-N-M10,"PPC Condition Index Data, fields recorded are erratic; "
12138,LXNC1305-16,LXCOLL_20130507_1_0243_1,59.1,NA,NA,25.18,1.07,5.73,NA,1.42,18.26,LX-N-L1,"PPC Condition Index Data, fields recorded are erratic; Algae: Present Top "
12139,LXNC1305-17,LXCOLL_20130507_1_0243_1,71.4,NA,NA,68.35,1.09,8.31,NA,1.93,55.98,LX-N-L2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Algae: Present Top "
12140,LXNC1305-18,LXCOLL_20130507_1_0243_1,45.8,NA,NA,30.36,1.08,5.58,NA,1.4,21.55,LX-N-L3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12141,LXNC1305-19,LXCOLL_20130507_1_0243_1,46.9,NA,NA,26.02,1.12,6.94,NA,1.6,16.35,LX-N-L4,"PPC Condition Index Data, fields recorded are erratic; "
12142,LXNC1305-20,LXCOLL_20130507_1_0243_1,54,NA,NA,37.07,1.08,6.93,NA,1.48,27.16,LX-N-L5,"PPC Condition Index Data, fields recorded are erratic; "
12143,LXNC1305-21,LXCOLL_20130507_1_0243_1,49.5,NA,NA,16.97,1.12,3.29,NA,1.27,11.88,LX-N-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom "
12144,LXNC1305-22,LXCOLL_20130507_1_0243_1,51.7,NA,NA,30.48,1.08,6.21,NA,1.59,21.58,LX-N-L7,"PPC Condition Index Data, fields recorded are erratic; "
12145,LXNC1305-23,LXCOLL_20130507_1_0243_1,52.3,NA,NA,29.03,1.11,7.68,NA,1.54,18.85,LX-N-L8,"PPC Condition Index Data, fields recorded are erratic; "
12146,LXNC1305-24,LXCOLL_20130507_1_0243_1,52.8,NA,NA,20.25,1.08,4.05,NA,1.28,14.33,LX-N-L9,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Barnacles:1 Top "
12147,LXNC1305-25,LXCOLL_20130507_1_0243_1,52.2,NA,NA,25.15,1.09,4.77,NA,1.39,17.55,LX-N-L10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Algae: Present Top "
12148,LXNC1306-01,LXCOLL_20130605_1_0243_1,15,NA,NA,2.16,1.09,1.12,NA,1.09,1.88,LX-N-S1,"PPC Condition Index Data, fields recorded are erratic; "
12149,LXNC1306-02,LXCOLL_20130605_1_0243_1,10.9,NA,NA,1.13,1.1,1.11,NA,1.1,1.12,LX-N-S2,"PPC Condition Index Data, fields recorded are erratic; "
12150,LXNC1306-03,LXCOLL_20130605_1_0243_1,18.5,NA,NA,2.07,1.09,1.48,NA,1.14,1.26,LX-N-S3,"PPC Condition Index Data, fields recorded are erratic; "
12151,LXNC1306-04,LXCOLL_20130605_1_0243_1,19.9,NA,NA,1.34,1.09,1.26,NA,1.11,0.95,LX-N-S4,"PPC Condition Index Data, fields recorded are erratic; "
12152,LXNC1306-05,LXCOLL_20130605_1_0243_1,19,NA,NA,3.94,1.1,1.26,NA,1.11,3.48,LX-N-S5,"PPC Condition Index Data, fields recorded are erratic; "
12153,LXNC1306-06,LXCOLL_20130605_1_0243_1,16.9,NA,NA,3.69,1.1,1.39,NA,1.15,3.1,LX-N-S6,"PPC Condition Index Data, fields recorded are erratic; "
