,FixedLocationID,Estuary,SectionName,StationName,StationNumber,ParcelName,ParcelArea,CultchDensity,LatitudeDec,LongitudeDec,Recruitment,Survey,Sediment,Collections,ShellBudget,Dataloggers,Cage,Wave,StartDate,EndDate,Comments,StationNameNumber,EstuaryLongName,DateLastCultched
251,0064,AB,C,AB Baywide 1931,1931,NA,NA,NA,29.706883,-84.910316,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1931-1931,Apalachicola Bay,NA
252,0065,AB,C,AB Baywide 1947,1947,NA,NA,NA,29.7049,-84.9042,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1947-1947,Apalachicola Bay,NA
253,0066,AB,C,AB Baywide 1949,1949,NA,NA,NA,29.704516,-84.901116,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1949-1949,Apalachicola Bay,NA
254,0067,AB,C,AB Baywide 1952,1952,NA,NA,NA,29.704233,-84.896033,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1952-1952,Apalachicola Bay,NA
255,0068,AB,C,AB Baywide 1967,1967,NA,NA,NA,29.692183,-84.890833,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1967-1967,Apalachicola Bay,NA
256,0069,AB,C,AB Baywide 1990,1990,NA,NA,NA,29.683516,-84.89765,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1990-1990,Apalachicola Bay,NA
257,0070,AB,C,AB Baywide 2012,2012,NA,NA,NA,29.674016,-84.88615,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2012-2012,Apalachicola Bay,NA
258,0071,AB,C,AB Baywide 2018,2018,NA,NA,NA,29.673266,-84.887316,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2018-2018,Apalachicola Bay,NA
259,0072,AB,C,AB Baywide 2025,2025,NA,NA,NA,29.673283,-84.898933,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2025-2025,Apalachicola Bay,NA
260,0073,AB,C,AB Baywide 2028,2028,NA,NA,NA,29.674183,-84.8944,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2028-2028,Apalachicola Bay,NA
261,0074,AB,C,AB Baywide 2052,2052,NA,NA,NA,29.671383,-84.899483,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2052-2052,Apalachicola Bay,NA
262,0075,AB,C,AB Baywide 2066,2066,NA,NA,NA,29.66985,-84.897533,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2066-2066,Apalachicola Bay,NA
263,0076,AB,C,AB Baywide 2079,2079,NA,NA,NA,29.669633,-84.898716,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2079-2079,Apalachicola Bay,NA
264,0077,AB,C,AB Baywide 2104,2104,NA,NA,NA,29.664733,-84.905966,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2104-2104,Apalachicola Bay,NA
265,0078,AB,C,AB Baywide 2110,2110,NA,NA,NA,29.662716,-84.884383,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand/Seagrass,AB Baywide 2110-2110,Apalachicola Bay,NA
266,0079,AB,C,AB Baywide 2115,2115,NA,NA,NA,29.662116,-84.900466,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2115-2115,Apalachicola Bay,NA
267,0080,AB,C,AB Baywide 2131,2131,NA,NA,NA,29.660933,-84.891,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2131-2131,Apalachicola Bay,NA
268,0081,AB,C,AB Baywide 2145,2145,NA,NA,NA,29.65645,-84.904083,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2145-2145,Apalachicola Bay,NA
269,0082,AB,C,AB Baywide 20241,20241,NA,NA,NA,29.673216,-84.900566,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 20241-20241,Apalachicola Bay,NA
270,0083,AB,C,AB Baywide 20242,20242,NA,NA,NA,29.672333,-84.900816,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 20242-20242,Apalachicola Bay,NA
271,0084,AB,E,NFWF Bulkhead,1,Bulkhead 1,2,0,29.68667,-84.88095,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.686843,-84.881478;29.687099,-84.880940;29.685834,-84.880702;29.686090,-84.880164",NFWF Bulkhead-1,Apalachicola Bay,NA
272,0085,AB,E,NFWF Bulkhead,2,Bulkhead 2,2,200,29.68768,-84.8816,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.687909,-84.882297;29.688165,-84.881759;29.686900,-84.881522;29.687156,-84.880983",NFWF Bulkhead-2,Apalachicola Bay,8/19/2015
273,0086,AB,E,NFWF Bulkhead,3,Bulkhead 3,2,100,29.68873,-84.88255,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.688974,-84.883117;29.689230,-84.882578;29.687966,-84.882341;29.688222,-84.881803",NFWF Bulkhead-3,Apalachicola Bay,8/19/2015
274,0087,AB,E,NFWF Bulkhead,4,Bulkhead 4,2,400,29.68973,-84.88343,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.689887,-84.884147;29.690232,-84.883678;29.689034,-84.883155;29.689379,-84.882687",NFWF Bulkhead-4,Apalachicola Bay,8/19/2015
275,0088,AB,E,NFWF Bulkhead,5,Bulkhead 5,2,300,29.69068,-84.88455,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.690789,-84.885195;29.691134,-84.884726;29.689936,-84.884203;29.690280,-84.883735",NFWF Bulkhead-5,Apalachicola Bay,8/19/2015
276,0089,AB,E,Cat Point,11,NA,NA,NA,29.723766,-84.881333,Y,Y,N,N,N,N,N,N,1/1/2015,9/11/2015,NA,Cat Point-11,Apalachicola Bay,NA
277,0090,AB,E,Cat Point,11,NA,NA,NA,29.723766,-84.881333,Y,Y,N,Y,N,N,N,N,9/1/2015,9/1/2020,NA,Cat Point-11,Apalachicola Bay,NA
278,0091,AB,E,Cat Point,11,NA,NA,NA,29.715716,-84.878466,Y,Y,N,Y,N,N,N,N,9/1/2015,3/31/2024,NA,Cat Point-11,Apalachicola Bay,NA
279,0092,AB,E,SBM Cat Point,11,Cat Point Deep,2,NA,29.71118,-84.87765,N,N,N,N,Y,N,N,N,1/1/2019,9/30/2021,"Polygon Boundaries: 29.711479,-84.878161;29.711467,-84.877231;29.710655,-84.877245;29.710667,-84.878175",SBM Cat Point-11,Apalachicola Bay,7/19/2021
280,0093,AB,E,SBM Cat Point,11,Cat Point Deep North,0.6,NA,29.71208,-84.87767,N,N,N,N,Y,N,N,N,1/1/2019,9/30/2021,"Polygon Boundaries: 29.712494,-84.878137;29.712490,-84.877878;29.711588,-84.877897;29.711592,-84.878156",SBM Cat Point-11,Apalachicola Bay,7/19/2021
281,0094,AB,E,SBM Cat Point,11,Cat Point Deep South,0.6,NA,29.71002,-84.87798,N,N,N,N,Y,N,N,N,1/1/2019,9/30/2021,"Polygon Boundaries: 29.710458,-84.878160;29.710454,-84.877902;29.709552,-84.877921;29.709556,-84.878179",SBM Cat Point-11,Apalachicola Bay,7/19/2021
282,0095,AB,E,SBM Cat Point,11,Cat Point Shallow,2,NA,29.71852,-84.88113,N,N,N,N,Y,N,N,N,1/1/2019,12/31/2022,"Polygon Boundaries: 29.718837,-84.881979;29.718814,-84.881048;29.718005,-84.881073;29.718027,-84.882005",SBM Cat Point-11,Apalachicola Bay,NA
283,0096,AB,E,Easthole,12,NA,NA,NA,29.676716,-84.8628,Y,Y,Y,Y,N,N,N,N,1/1/2015,3/31/2024,NA,Easthole-12,Apalachicola Bay,NA
284,0097,AB,E,Sediment-Easthole #7,12,NA,NA,NA,29.678966,-84.85895,N,N,Y,N,N,N,N,N,1/1/2018,7/31/2022,NA,Sediment-Easthole #7-12,Apalachicola Bay,NA
285,0098,AB,E,Platform,13,NA,NA,NA,29.702333,-84.836666,Y,Y,Y,Y,N,N,N,N,1/1/2015,3/31/2024,NA,Platform-13,Apalachicola Bay,NA
286,0099,AB,E,Sediment-Platform,13,NA,NA,NA,29.70245,-84.836633,N,N,Y,N,N,N,N,N,1/1/2018,7/31/2022,NA,Sediment-Platform-13,Apalachicola Bay,NA
287,0100,AB,E,Porters,14,NA,NA,NA,29.738716,-84.8366,Y,Y,N,Y,N,N,N,N,1/1/2015,12/31/2099,NA,Porters-14,Apalachicola Bay,NA
288,0101,AB,E,Green Pt Bar,15,NA,NA,NA,29.7368,-84.813633,Y,Y,N,N,N,N,N,N,1/1/2015,9/11/2015,NA,Green Pt Bar-15,Apalachicola Bay,NA
289,0102,AB,E,Bulkhead,15,NA,NA,NA,29.68755,-84.880683,Y,Y,N,Y,N,N,N,N,9/1/2015,12/31/2099,NA,Bulkhead-15,Apalachicola Bay,NA
290,0103,AB,E,SBM Bulkhead,15,Bulkhead North,2,NA,29.69045,-84.88453,N,N,N,N,Y,N,N,N,1/1/2019,12/31/2099,"Polygon Boundaries: 29.691133,-84.884726;29.690280,-84.883735;29.689936,-84.884203;29.690789,-84.885195",SBM Bulkhead-North,Apalachicola Bay,8/19/2015
291,0104,AB,E,SBM Bulkhead,15,Bulkhead South,2,NA,29.68967,-84.88358,N,N,N,N,Y,N,N,N,1/1/2019,12/31/2099,"Polygon Boundaries: 29.690232,-84.883678;29.689379,-84.882687;29.689034,-84.883155;29.689887,-84.884147",SBM Bulkhead-South,Apalachicola Bay,8/19/2015
292,0105,AB,E,Easthole #69,16,NA,NA,NA,29.68245,-84.87325,N,Y,N,N,N,N,N,N,3/1/2015,9/30/2020,NA,Easthole #69-16,Apalachicola Bay,NA
293,0106,AB,E,AB Baywide 2179,2179,NA,NA,NA,29.726233,-84.88025,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2179-2179,Apalachicola Bay,NA
294,0107,AB,E,AB Baywide 2199,2199,NA,NA,NA,29.7226,-84.88535,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2199-2199,Apalachicola Bay,NA
295,0108,AB,E,AB Baywide 2307,2307,NA,NA,NA,29.71075,-84.883733,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2307-2307,Apalachicola Bay,NA
296,0109,AB,E,AB Baywide 2320,2320,NA,NA,NA,29.7089,-84.885366,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2320-2320,Apalachicola Bay,NA
297,0110,AB,E,AB Baywide 2366,2366,NA,NA,NA,29.705166,-84.88305,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2366-2366,Apalachicola Bay,NA
298,0111,AB,E,AB Baywide 2390,2390,NA,NA,NA,29.702633,-84.869216,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2390-2390,Apalachicola Bay,NA
299,0112,AB,E,AB Baywide 2416,2416,NA,NA,NA,29.6998,-84.887733,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2416-2416,Apalachicola Bay,NA
300,0113,AB,E,AB Baywide 2432,2432,NA,NA,NA,29.7014,-84.860966,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2432-2432,Apalachicola Bay,NA
301,0114,AB,E,AB Baywide 2479,2479,NA,NA,NA,29.694633,-84.886066,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2479-2479,Apalachicola Bay,NA
302,0115,AB,E,AB Baywide 2576,2576,NA,NA,NA,29.686416,-84.87405,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2576-2576,Apalachicola Bay,NA
303,0116,AB,E,AB Baywide 2630,2630,NA,NA,NA,29.681433,-84.858016,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2630-2630,Apalachicola Bay,NA
304,0117,AB,E,AB Baywide 2660,2660,NA,NA,NA,29.67625,-84.864716,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2660-2660,Apalachicola Bay,NA
305,0118,AB,E,AB Baywide 2670,2670,NA,NA,NA,29.6745,-84.86225,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2670-2670,Apalachicola Bay,NA
306,0119,AB,E,AB Baywide 2703,2703,NA,NA,NA,29.755083,-84.827,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2703-2703,Apalachicola Bay,NA
307,0120,AB,E,AB Baywide 2723,2723,NA,NA,NA,29.74395,-84.84305,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2723-2723,Apalachicola Bay,NA
308,0121,AB,E,AB Baywide 2729,2729,NA,NA,NA,29.7424,-84.8456,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 2729-2729,Apalachicola Bay,NA
309,0122,AB,E,AB Baywide 2789,2789,NA,NA,NA,29.730333,-84.826016,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2789-2789,Apalachicola Bay,NA
310,0123,AB,E,AB Baywide 2793,2793,NA,NA,NA,29.728933,-84.8307,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2793-2793,Apalachicola Bay,NA
311,0124,AB,E,AB Baywide 2798,2798,NA,NA,NA,29.729616,-84.822133,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2798-2798,Apalachicola Bay,NA
312,0125,AB,E,AB Baywide 2842,2842,NA,NA,NA,29.713633,-84.848783,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2842-2842,Apalachicola Bay,NA
313,0126,AB,E,AB Baywide 2861,2861,NA,NA,NA,29.709366,-84.8491,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2861-2861,Apalachicola Bay,NA
314,0127,AB,E,AB Baywide 2888,2888,NA,NA,NA,29.705316,-84.844233,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2888-2888,Apalachicola Bay,NA
315,0128,AB,E,AB Baywide 2894,2894,NA,NA,NA,29.703533,-84.832666,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2894-2894,Apalachicola Bay,NA
316,0129,AB,E,AB Baywide 2902,2902,NA,NA,NA,29.704816,-84.8474,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2902-2902,Apalachicola Bay,NA
317,0130,AB,E,AB Baywide 2910,2910,NA,NA,NA,29.703033,-84.838233,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2910-2910,Apalachicola Bay,NA
318,0131,AB,E,AB Baywide 2911,2911,NA,NA,NA,29.703733,-84.8358,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2911-2911,Apalachicola Bay,NA
319,0132,AB,E,AB Baywide 2926,2926,NA,NA,NA,29.702266,-84.849233,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 2926-2926,Apalachicola Bay,NA
320,0133,AB,E,AB Baywide 2938,2938,NA,NA,NA,29.702133,-84.829366,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2938-2938,Apalachicola Bay,NA
321,0134,AB,E,AB Baywide 2957,2957,NA,NA,NA,29.70165,-84.832916,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2957-2957,Apalachicola Bay,NA
322,0135,AB,E,AB Baywide 2960,2960,NA,NA,NA,29.701416,-84.827683,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 2960-2960,Apalachicola Bay,NA
323,0136,AB,E,AB Baywide 3004,3004,NA,NA,NA,29.70035,-84.812883,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3004-3004,Apalachicola Bay,NA
324,0137,AB,E,AB Baywide 3010,3010,NA,NA,NA,29.69545,-84.811983,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 3010-3010,Apalachicola Bay,NA
325,0138,AB,E,AB Baywide 3071,3071,NA,NA,NA,29.673516,-84.855316,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3071-3071,Apalachicola Bay,NA
326,0139,AB,E,AB Baywide 3088,3088,NA,NA,NA,29.7393,-84.814216,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3088-3088,Apalachicola Bay,NA
327,0140,AB,E,AB Baywide 3106,3106,NA,NA,NA,29.736233,-84.812516,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3106-3106,Apalachicola Bay,NA
328,0141,AB,E,AB Baywide 3217,3217,NA,NA,NA,29.705616,-84.797783,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3217-3217,Apalachicola Bay,NA
329,0142,AB,E,AB Baywide 3243,3243,NA,NA,NA,29.704333,-84.7969,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3243-3243,Apalachicola Bay,NA
330,0143,AB,E,AB Baywide 3264,3264,NA,NA,NA,29.698483,-84.8089,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3264-3264,Apalachicola Bay,NA
331,0144,AB,E,AB Baywide 3275,3275,NA,NA,NA,29.69765,-84.808733,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3275-3275,Apalachicola Bay,NA
332,0145,AB,E,AB Baywide 3287,3287,NA,NA,NA,29.69605,-84.807366,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3287-3287,Apalachicola Bay,NA
333,0146,AB,E,AB Baywide 3288,3288,NA,NA,NA,29.696233,-84.805816,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3288-3288,Apalachicola Bay,NA
334,0147,AB,E,AB Baywide 3296,3296,NA,NA,NA,29.694183,-84.805733,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3296-3296,Apalachicola Bay,NA
335,0148,AB,E,AB Baywide 3302,3302,NA,NA,NA,29.69085,-84.80635,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 3302-3302,Apalachicola Bay,NA
336,0149,AB,E,AB Baywide 3320,3320,NA,NA,NA,29.690116,-84.79855,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Seagrass,AB Baywide 3320-3320,Apalachicola Bay,NA
337,0150,AB,E,AB Baywide 3324,3324,NA,NA,NA,29.6875,-84.8067,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3324-3324,Apalachicola Bay,NA
338,0151,AB,E,AB Baywide 3350,3350,NA,NA,NA,29.7742,-84.772666,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 3350-3350,Apalachicola Bay,NA
339,0152,AB,E,AB Baywide 3354,3354,NA,NA,NA,29.77355,-84.768633,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Seagrass,AB Baywide 3354-3354,Apalachicola Bay,NA
340,0153,AB,W,Paradise Flats,1,NA,NA,NA,29.692916,-85.121583,Y,Y,N,N,N,N,N,N,1/1/2015,9/11/2015,NA,Paradise Flats-1,Apalachicola Bay,NA
341,0154,AB,W,NFWF Dry Bar,1,Dry Bar 1,2,300,29.66495,-85.05535,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.665533,-85.054633;29.665033,-85.054350;29.664633,-85.055650;29.665150,-85.055900",NFWF Dry Bar-1,Apalachicola Bay,8/19/2015
342,0155,AB,W,Paradise Flats,1,NA,NA,NA,29.692916,-85.121583,Y,Y,N,Y,N,N,N,N,9/1/2015,9/30/2020,NA,Paradise Flats-1,Apalachicola Bay,NA
343,0156,AB,W,Paradise Flats,1,NA,NA,NA,29.691933,-85.109233,Y,Y,Y,Y,N,N,N,N,9/1/2015,12/31/2099,NA,Paradise Flats-1,Apalachicola Bay,NA
344,0157,AB,W,Sediment-Paradise Flats,1,NA,NA,NA,29.692483,-85.108766,N,N,Y,N,N,N,N,N,1/1/2018,7/31/2022,NA,Sediment-Paradise Flats-1,Apalachicola Bay,NA
345,0158,AB,W,Cabbage Top,2,NA,NA,NA,29.692783,-85.08995,Y,Y,N,Y,N,N,N,N,1/1/2015,12/31/2099,NA,Cabbage Top-2,Apalachicola Bay,NA
346,0159,AB,W,NFWF Dry Bar,2,Dry Bar 2,2,100,29.6639,-85.0544,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.664732,-85.053893;29.664263,-85.053598;29.664055,-85.055050;29.663587,-85.054755",NFWF Dry Bar-2,Apalachicola Bay,8/19/2015
347,0160,AB,W,Dry Bar North,3,NA,NA,NA,29.678416,-85.0585,Y,Y,N,Y,N,N,N,N,1/1/2015,10/11/2021,NA,Dry Bar North-3,Apalachicola Bay,NA
348,0161,AB,W,NFWF Dry Bar,3,Dry Bar 3,2,400,29.66345,-85.05448,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.663735,-85.053265;29.663527,-85.054717;29.664203,-85.053560;29.663059,-85.054422",NFWF Dry Bar-3,Apalachicola Bay,8/19/2015
349,0162,AB,W,Green Point,4,NA,NA,NA,29.687083,-85.033416,Y,Y,Y,Y,N,N,N,N,1/1/2015,12/31/2099,NA,Green Point-4,Apalachicola Bay,NA
350,0163,AB,W,NFWF Dry Bar,4,Dry Bar 4,2,0,29.66307,-85.05378,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.663207,-85.052932;29.662998,-85.054384;29.662530,-85.054089;29.663675,-85.053227",NFWF Dry Bar-4,Apalachicola Bay,NA
351,0164,AB,W,Sediment-Green Pt,4,NA,NA,NA,29.683616,-85.0399,N,N,Y,N,N,N,N,N,1/1/2018,7/31/2022,NA,Sediment-Green Pt-4,Apalachicola Bay,NA
352,0165,AB,W,Dry Bar South,5,NA,NA,NA,29.620333,-85.0415,Y,Y,N,N,N,N,N,N,1/1/2015,9/11/2015,NA,Dry Bar South-5,Apalachicola Bay,NA
353,0166,AB,W,NFWF Dry Bar,5,Dry Bar 5,2,200,29.66248,-85.05342,N,N,N,N,N,N,N,N,6/1/2015,12/31/2019,"Polygon Boundaries: 29.663147,-85.052894;29.662678,-85.052599;29.662002,-85.053756;29.662470,-85.054051",NFWF Dry Bar-5,Apalachicola Bay,8/19/2015
354,0167,AB,W,Eleven Mile,5,NA,NA,NA,29.699333,-85.149316,Y,Y,N,Y,N,N,N,N,9/1/2015,12/31/2099,NA,Eleven Mile-5,Apalachicola Bay,NA
355,0168,AB,W,AB Baywide 60,60,NA,NA,NA,29.688966,-85.210983,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 60-60,Apalachicola Bay,NA
356,0169,AB,W,AB Baywide 73,73,NA,NA,NA,29.694116,-85.182666,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 73-73,Apalachicola Bay,NA
357,0170,AB,W,AB Baywide 98,98,NA,NA,NA,29.6933,-85.1805,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 98-98,Apalachicola Bay,NA
358,0171,AB,W,AB Baywide 109,109,NA,NA,NA,29.692666,-85.1977,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 109-109,Apalachicola Bay,NA
359,0172,AB,W,AB Baywide 155,155,NA,NA,NA,29.68725,-85.172633,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 155-155,Apalachicola Bay,NA
360,0173,AB,W,AB Baywide 215,215,NA,NA,NA,29.706383,-85.13425,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 215-215,Apalachicola Bay,NA
361,0174,AB,W,AB Baywide 263,263,NA,NA,NA,29.70245,-85.16,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 263-263,Apalachicola Bay,NA
362,0175,AB,W,AB Baywide 268,268,NA,NA,NA,29.699566,-85.149566,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 268-268,Apalachicola Bay,NA
363,0176,AB,W,AB Baywide 284,284,NA,NA,NA,29.698983,-85.12615,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 284-284,Apalachicola Bay,NA
364,0177,AB,W,AB Baywide 288,288,NA,NA,NA,29.695633,-85.14335,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 288-288,Apalachicola Bay,NA
365,0178,AB,W,AB Baywide 310,310,NA,NA,NA,29.69365,-85.126233,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 310-310,Apalachicola Bay,NA
366,0179,AB,W,AB Baywide 324,324,NA,NA,NA,29.68845,-85.149416,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 324-324,Apalachicola Bay,NA
367,0180,AB,W,AB Baywide 332,332,NA,NA,NA,29.68725,-85.152633,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 332-332,Apalachicola Bay,NA
368,0181,AB,W,AB Baywide 333,333,NA,NA,NA,29.6875,-85.150483,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 333-333,Apalachicola Bay,NA
369,0182,AB,W,AB Baywide 359,359,NA,NA,NA,29.67395,-85.14765,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 359-359,Apalachicola Bay,NA
370,0183,AB,W,AB Baywide 375,375,NA,NA,NA,29.672866,-85.136916,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 375-375,Apalachicola Bay,NA
371,0184,AB,W,AB Baywide 409,409,NA,NA,NA,29.711833,-85.11295,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 409-409,Apalachicola Bay,NA
