"","SampleEventWQID","SampleEventID","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach","Comments","CollectionTime","PercentDissolvedOxygen","YSICalibration","YSINotes"
"7441","LWSRVY_20120312_1_0235_1_01","LWSRVY_20120312_1_0235_1",22.2,33.2,5.47,7.7,0.54,NA,0.54,NA,NA,NA,NA,NA,NA,NA
"7442","LWSRVY_20120312_1_0236_1_01","LWSRVY_20120312_1_0236_1",22.3,32,5.41,7.7,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7443","LWSRVY_20120312_1_0237_1_01","LWSRVY_20120312_1_0237_1",23.2,34.2,5.97,7.8,1,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7444","LXSRVY_20120312_1_0242_1_01","LXSRVY_20120312_1_0242_1",24,14.6,6.46,7.6,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7445","LXSRVY_20120312_1_0243_1_01","LXSRVY_20120312_1_0243_1",24.5,15.6,7.43,7.8,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7446","LXSRVY_20120312_1_0244_1_01","LXSRVY_20120312_1_0244_1",24.1,8.4,6.22,7.8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7447","SLSRVY_20120313_1_0255_1_01","SLSRVY_20120313_1_0255_1",23.5,25,7.22,8,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7448","SLSRVY_20120313_1_0256_1_01","SLSRVY_20120313_1_0256_1",23.4,24.1,5.97,8,0.85,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7449","SLSRVY_20120313_1_0257_1_01","SLSRVY_20120313_1_0257_1",23.5,22,5.75,7.9,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7450","SLSRVY_20120313_1_0261_1_01","SLSRVY_20120313_1_0261_1",22.5,19.1,5.59,7.9,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7451","SLSRVY_20120313_1_0262_1_01","SLSRVY_20120313_1_0262_1",22.4,21,6.08,7.9,0.65,NA,0.65,NA,NA,NA,NA,NA,NA,NA
"7452","SLSRVY_20120313_1_0264_1_01","SLSRVY_20120313_1_0264_1",21.9,18.1,5.62,7.8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7453","SLSRVY_20120313_1_0269_1_01","SLSRVY_20120313_1_0269_1",22.5,19.3,6.47,7.9,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7454","SLSRVY_20120313_1_0270_1_01","SLSRVY_20120313_1_0270_1",22.9,18.2,6.34,7.8,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7455","SLSRVY_20120313_1_0271_1_01","SLSRVY_20120313_1_0271_1",23.6,15.9,5.61,7.7,0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7456","LXSRVY_20120314_1_0246_1_01","LXSRVY_20120314_1_0246_1",22.6,21.2,4.1,7.7,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7457","LXSRVY_20120314_1_0247_1_01","LXSRVY_20120314_1_0247_1",23.1,19.5,4.71,7.9,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7458","LXSRVY_20120314_1_0249_1_01","LXSRVY_20120314_1_0249_1",22.7,25.6,6.1,7.8,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7459","LWSRVY_20120508_1_0236_1_01","LWSRVY_20120508_1_0236_1",28.9,30.5,5.37,7.9,0.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7460","LXSRVY_20120508_1_0243_1_01","LXSRVY_20120508_1_0243_1",27.4,23,5.53,7.9,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7461","SLSRVY_20120509_1_0255_1_01","SLSRVY_20120509_1_0255_1",27,26.6,5.05,7.9,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7462","LWSRVY_20120605_1_0236_1_01","LWSRVY_20120605_1_0236_1",28.7,15.6,5.58,8.08,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7463","LXSRVY_20120605_1_0243_1_01","LXSRVY_20120605_1_0243_1",28.6,27.7,5.95,8.15,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7464","SLSRVY_20120606_1_0255_1_01","SLSRVY_20120606_1_0255_1",28.7,25.6,4.73,NA,0.9,NA,0.9,NA,NA,"pH not recorded",NA,NA,NA,NA
"7465","LWSRVY_20120702_1_0236_1_01","LWSRVY_20120702_1_0236_1",31.6,15,6.23,8.2,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7466","LXSRVY_20120702_1_0243_1_01","LXSRVY_20120702_1_0243_1",32.9,11.7,5.99,7.9,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7467","LWSRVY_20120807_1_0236_1_01","LWSRVY_20120807_1_0236_1",30.6,23.1,6.84,8.1,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7468","LXSRVY_20120807_1_0243_1_01","LXSRVY_20120807_1_0243_1",31.2,9.9,7.49,8.27,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7469","SLSRVY_20120808_1_0255_1_01","SLSRVY_20120808_1_0255_1",29.9,20.3,4.06,7.9,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7470","SLSRVY_20120904_1_0255_1_01","SLSRVY_20120904_1_0255_1",29.7,2.2,4.51,7.5,0.9,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7471","LWSRVY_20120905_1_0236_1_01","LWSRVY_20120905_1_0236_1",30,7.1,8.08,8.56,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7472","LXSRVY_20120905_1_0243_1_01","LXSRVY_20120905_1_0243_1",27.7,1,2.48,7.34,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7473","LXSRVY_20120910_1_0242_1_01","LXSRVY_20120910_1_0242_1",30.3,2.7,3.22,7.48,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7474","LXSRVY_20120910_1_0243_1_01","LXSRVY_20120910_1_0243_1",30.1,1.6,5.57,7.56,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7475","LXSRVY_20120910_1_0244_1_01","LXSRVY_20120910_1_0244_1",29.4,0.8,2.62,7.3,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7476","LXSRVY_20120910_1_0246_1_01","LXSRVY_20120910_1_0246_1",30.8,2,5.88,7.44,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7477","LXSRVY_20120910_1_0247_1_01","LXSRVY_20120910_1_0247_1",31,0.7,5.87,7.31,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7478","LXSRVY_20120910_1_0249_1_01","LXSRVY_20120910_1_0249_1",31.9,2.1,5.66,7.57,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7479","SLSRVY_20120911_1_0255_1_01","SLSRVY_20120911_1_0255_1",28.9,7.7,3.64,7.8,0.9,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7480","SLSRVY_20120911_1_0256_1_01","SLSRVY_20120911_1_0256_1",29,5.6,3.43,7.8,0.7,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7481","SLSRVY_20120911_1_0257_1_01","SLSRVY_20120911_1_0257_1",29.3,4.4,4.71,7.85,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7482","SLSRVY_20120911_1_0261_1_01","SLSRVY_20120911_1_0261_1",29.7,3,2.25,7.66,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7483","SLSRVY_20120911_1_0262_1_01","SLSRVY_20120911_1_0262_1",29.5,2.4,3.5,7.76,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7484","SLSRVY_20120911_1_0264_1_01","SLSRVY_20120911_1_0264_1",29.9,1,4.83,7.66,1.1,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7485","SLSRVY_20120911_1_0269_1_01","SLSRVY_20120911_1_0269_1",29.8,2.1,4.5,7.84,0.7,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7486","SLSRVY_20120911_1_0270_1_01","SLSRVY_20120911_1_0270_1",30.1,0.8,4.68,7.66,1,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7487","SLSRVY_20120911_1_0271_1_01","SLSRVY_20120911_1_0271_1",30,0.5,4.99,7.76,0.6,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7488","LWSRVY_20120912_1_0235_1_01","LWSRVY_20120912_1_0235_1",28.5,15.1,5.25,8.21,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7489","LWSRVY_20120912_1_0236_1_01","LWSRVY_20120912_1_0236_1",28.3,8.3,4.25,7.91,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7490","LWSRVY_20120912_1_0237_1_01","LWSRVY_20120912_1_0237_1",28.6,13.2,6.86,8.21,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7491","LWSRVY_20121002_1_0236_1_01","LWSRVY_20121002_1_0236_1",27.7,8.3,5.83,7.94,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7492","LXSRVY_20121002_1_0243_1_01","LXSRVY_20121002_1_0243_1",29.3,9.3,6.19,7.99,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7493","SLSRVY_20121003_1_0255_1_01","SLSRVY_20121003_1_0255_1",27.5,3.2,4.35,7.93,0.45,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"7494","LWSRVY_20121106_1_0236_1_01","LWSRVY_20121106_1_0236_1",23.6,16.2,7.42,8.08,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7495","LXSRVY_20121106_1_0243_1_01","LXSRVY_20121106_1_0243_1",25,18.1,6.99,8.28,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7496","SLSRVY_20121107_1_0255_1_01","SLSRVY_20121107_1_0255_1",22.2,13.4,5.93,8.19,0.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7497","LWSRVY_20121204_1_0236_1_01","LWSRVY_20121204_1_0236_1",21,30.8,6.67,8.14,0.9,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7498","LXSRVY_20121204_1_0243_1_01","LXSRVY_20121204_1_0243_1",22.3,18.9,7.49,8.27,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7499","SLSRVY_20121205_1_0255_1_01","SLSRVY_20121205_1_0255_1",21,17.9,6.7,8.27,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7500","LWSRVY_20130108_1_0236_1_01","LWSRVY_20130108_1_0236_1",23.5,30.3,6.25,8.26,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"7501","LXSRVY_20130108_1_0243_1_01","LXSRVY_20130108_1_0243_1",23.9,19.2,5.8,8.18,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7502","SLSRVY_20130109_1_0255_1_01","SLSRVY_20130109_1_0255_1",22.8,24,6.57,8.33,1.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7503","LWSRVY_20130205_1_0236_1_01","LWSRVY_20130205_1_0236_1",20.3,34.8,6.84,8.35,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7504","LXSRVY_20130205_1_0243_1_01","LXSRVY_20130205_1_0243_1",22.1,23,6.64,8.32,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7505","SLSRVY_20130206_1_0255_1_01","SLSRVY_20130206_1_0255_1",19.9,27.7,6.78,8.43,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7506","LWSRVY_20130305_1_0236_1_01","LWSRVY_20130305_1_0236_1",19.6,29.1,7.15,8.2,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7507","LXSRVY_20130305_1_0243_1_01","LXSRVY_20130305_1_0243_1",20.7,26.4,7.08,8.2,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"7508","SLSRVY_20130306_1_0255_1_01","SLSRVY_20130306_1_0255_1",17.5,23.7,7.1,8.1,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7509","LXSRVY_20130318_1_0242_1_01","LXSRVY_20130318_1_0242_1",22.3,24.5,6.07,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7510","LXSRVY_20130318_1_0243_1_01","LXSRVY_20130318_1_0243_1",22.1,24.1,6.54,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7511","LXSRVY_20130318_1_0244_1_01","LXSRVY_20130318_1_0244_1",21.9,19.1,5.59,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7512","LXSRVY_20130318_1_0246_1_01","LXSRVY_20130318_1_0246_1",23.5,34.2,6.41,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7513","LXSRVY_20130318_1_0247_1_01","LXSRVY_20130318_1_0247_1",23.5,33.4,6.38,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7514","LXSRVY_20130318_1_0249_1_01","LXSRVY_20130318_1_0249_1",23.3,34,6.75,8.2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7515","SLSRVY_20130319_1_0255_1_01","SLSRVY_20130319_1_0255_1",20.8,26.7,NA,8.1,0.65,NA,0.65,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7516","SLSRVY_20130319_1_0256_1_01","SLSRVY_20130319_1_0256_1",21,25.9,NA,8.1,0.6,NA,0.6,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7517","SLSRVY_20130319_1_0257_1_01","SLSRVY_20130319_1_0257_1",21.4,25.4,NA,8.1,0.7,NA,0.7,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7518","SLSRVY_20130319_1_0261_1_01","SLSRVY_20130319_1_0261_1",20.6,24.3,NA,8,1,NA,1,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7519","SLSRVY_20130319_1_0262_1_01","SLSRVY_20130319_1_0262_1",20.5,25.3,NA,8.1,0.8,NA,0.8,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7520","SLSRVY_20130319_1_0264_1_01","SLSRVY_20130319_1_0264_1",20.6,24.6,NA,8.2,1.5,NA,0.75,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7521","SLSRVY_20130319_1_0269_1_01","SLSRVY_20130319_1_0269_1",22.5,22.6,NA,8.2,0.7,NA,0.5,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7522","SLSRVY_20130319_1_0270_1_01","SLSRVY_20130319_1_0270_1",22.8,22.1,NA,8.1,0.7,NA,0.7,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7523","SLSRVY_20130319_1_0271_1_01","SLSRVY_20130319_1_0271_1",23.9,18.6,NA,8.1,0.5,NA,0.5,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7524","LWSRVY_20130320_1_0235_1_01","LWSRVY_20130320_1_0235_1",22.7,34,NA,8.2,0.9,NA,0.8,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7525","LWSRVY_20130320_1_0236_1_01","LWSRVY_20130320_1_0236_1",24,33.7,NA,8.2,0.55,NA,0.55,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7526","LWSRVY_20130320_1_0237_1_01","LWSRVY_20130320_1_0237_1",24.7,30.8,NA,8.3,0.5,NA,0.5,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7527","LWSRVY_20130402_1_0236_1_01","LWSRVY_20130402_1_0236_1",24.2,35.7,6.27,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7528","LXSRVY_20130402_1_0243_1_01","LXSRVY_20130402_1_0243_1",25.5,28.3,6.6,8.1,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7529","SLSRVY_20130403_1_0255_1_01","SLSRVY_20130403_1_0255_1",22.8,29.6,5.95,8.1,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7530","LWSRVY_20130507_1_0236_1_01","LWSRVY_20130507_1_0236_1",27.1,17.1,7.51,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7531","LXSRVY_20130507_1_0243_1_01","LXSRVY_20130507_1_0243_1",27,11.4,6.5,7.9,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7532","SLSRVY_20130508_1_0255_1_01","SLSRVY_20130508_1_0255_1",24.9,25.5,5.96,8.1,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7533","LWSRVY_20130605_1_0236_1_01","LWSRVY_20130605_1_0236_1",28.9,6.1,6.72,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7534","LXSRVY_20130605_1_0243_1_01","LXSRVY_20130605_1_0243_1",28,3.4,5.2,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7535","SLSRVY_20130606_1_0255_1_01","SLSRVY_20130606_1_0255_1",26.9,14.8,6.09,7.9,0.8,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7536","LWSRVY_20130701_1_0236_1_01","LWSRVY_20130701_1_0236_1",30.6,7.5,6.26,8,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7537","LXSRVY_20130701_1_0243_1_01","LXSRVY_20130701_1_0243_1",30.1,6,6.98,8,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7538","SLSRVY_20130702_1_0255_1_01","SLSRVY_20130702_1_0255_1",28.5,4.1,4.74,7.8,0.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7539","LWSRVY_20130806_1_0236_1_01","LWSRVY_20130806_1_0236_1",31.1,8.7,4.99,8,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7540","LXSRVY_20130806_1_0243_1_01","LXSRVY_20130806_1_0243_1",31.8,5.4,5.12,7.9,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7541","SLSRVY_20130807_1_0255_1_01","SLSRVY_20130807_1_0255_1",29.6,0.4,5.42,7.6,0.75,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7542","SLSRVY_20130903_1_0255_1_01","SLSRVY_20130903_1_0255_1",31,3.9,5.92,8.2,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7543","LWSRVY_20130904_1_0236_1_01","LWSRVY_20130904_1_0236_1",30.8,14.4,4.31,7.8,0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7544","LXSRVY_20130904_1_0243_1_01","LXSRVY_20130904_1_0243_1",29.1,7,4.35,7.7,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7545","LWSRVY_20130910_1_0235_1_01","LWSRVY_20130910_1_0235_1",29.4,20.3,4.96,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7546","LWSRVY_20130910_1_0236_1_01","LWSRVY_20130910_1_0236_1",29.3,17.1,4.82,8,0.7,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7547","LWSRVY_20130910_1_0237_1_01","LWSRVY_20130910_1_0237_1",29,22.8,6.08,8.1,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7548","LXSRVY_20130910_1_0246_1_01","LXSRVY_20130910_1_0246_1",29.5,24.6,5.91,8,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7549","LXSRVY_20130910_1_0247_1_01","LXSRVY_20130910_1_0247_1",29.3,24,5.82,8.1,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7550","LXSRVY_20130910_1_0249_1_01","LXSRVY_20130910_1_0249_1",29.5,23.7,6.5,8.1,1.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"7551","LXSRVY_20130911_1_0242_1_01","LXSRVY_20130911_1_0242_1",27.7,5.1,4.07,7.7,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7552","LXSRVY_20130911_1_0243_1_01","LXSRVY_20130911_1_0243_1",27.7,4.4,4.84,7.9,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7553","LXSRVY_20130911_1_0244_1_01","LXSRVY_20130911_1_0244_1",27.9,1.9,3.92,8.2,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7554","LWSRVY_20131001_1_0236_1_01","LWSRVY_20131001_1_0236_1",30.3,8.9,5.69,8,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7555","SLSRVY_20131001_1_0255_1_01","SLSRVY_20131001_1_0255_1",29.9,4,5.67,7.9,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7556","LXSRVY_20131002_1_0243_1_01","LXSRVY_20131002_1_0243_1",27.9,5.8,3.73,7.9,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7557","LWSRVY_20131105_1_0236_1_01","LWSRVY_20131105_1_0236_1",23.8,27.2,6.34,8.1,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7558","LXSRVY_20131105_1_0243_1_01","LXSRVY_20131105_1_0243_1",23.9,25.3,6.09,7.9,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7559","SLSRVY_20131106_1_0255_1_01","SLSRVY_20131106_1_0255_1",23.2,24.3,6.53,8,1,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7560","LWSRVY_20131203_1_0236_1_01","LWSRVY_20131203_1_0236_1",22.9,22.4,7,8.1,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7561","LXSRVY_20131203_1_0243_1_01","LXSRVY_20131203_1_0243_1",22.2,14.7,5.01,7.8,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7562","SLSRVY_20131204_1_0255_1_01","SLSRVY_20131204_1_0255_1",21.6,18.6,7.08,8.1,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7563","SLSRVY_20131210_1_0255_1_01","SLSRVY_20131210_1_0255_1",25.1,21.3,7.27,NA,1,NA,1,NA,NA,"pH not recorded",NA,NA,NA,NA
"7564","SLSRVY_20131210_1_0261_1_01","SLSRVY_20131210_1_0261_1",24,10.9,7.68,NA,1,NA,1,NA,NA,"pH not recorded",NA,NA,NA,NA
"7565","SLSRVY_20131210_1_0262_1_01","SLSRVY_20131210_1_0262_1",24.7,11.4,8.03,NA,0.75,NA,0.75,NA,NA,"pH not recorded",NA,NA,NA,NA
"7566","SLSRVY_20131210_1_0264_1_01","SLSRVY_20131210_1_0264_1",23.9,14.9,8.3,NA,0.5,NA,0.5,NA,NA,"pH not recorded",NA,NA,NA,NA
"7567","SLSRVY_20131210_1_0269_1_01","SLSRVY_20131210_1_0269_1",23.7,15.3,7.18,NA,0.7,NA,0.7,NA,NA,"pH not recorded",NA,NA,NA,NA
"7568","SLSRVY_20131210_1_0270_1_01","SLSRVY_20131210_1_0270_1",24,16.3,6.39,NA,0.85,NA,0.85,NA,NA,"pH not recorded",NA,NA,NA,NA
"7569","SLSRVY_20131210_1_0271_1_01","SLSRVY_20131210_1_0271_1",24.8,13.3,5.94,NA,0.5,NA,0.5,NA,NA,"pH not recorded",NA,NA,NA,NA
"7570","SLSRVY_20131211_1_0256_1_01","SLSRVY_20131211_1_0256_1",24.1,19,6.82,NA,0.7,NA,0.7,NA,NA,"pH not recorded",NA,NA,NA,NA
"7571","SLSRVY_20131211_1_0257_1_01","SLSRVY_20131211_1_0257_1",23.7,19.1,6.23,NA,0.8,NA,0.8,NA,NA,"pH not recorded",NA,NA,NA,NA
"7572","LWSRVY_20140108_1_0236_1_01","LWSRVY_20140108_1_0236_1",18.3,29.9,6.87,8.2,0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"7573","LXSRVY_20140108_1_0243_1_01","LXSRVY_20140108_1_0243_1",18.6,27.9,7.32,8.1,1.1,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"7574","SLSRVY_20140109_1_0255_1_01","SLSRVY_20140109_1_0255_1",18,25.7,NA,8.2,0.9,NA,0.9,NA,NA,"DissolvedOxygen not recorded",NA,NA,NA,NA
"7575","LWSRVY_20140204_1_0236_1_01","LWSRVY_20140204_1_0236_1",25.4,13.5,7.04,8.1,1,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"7576","LXSRVY_20140204_1_0243_1_01","LXSRVY_20140204_1_0243_1",25.5,4.5,6.71,8.1,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7577","SLSRVY_20140205_1_0255_1_01","SLSRVY_20140205_1_0255_1",22.9,11.1,5.94,7.9,0.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"7578","LWSRVY_20140303_1_0235_1_01","LWSRVY_20140303_1_0235_1",25.2,26.5,7,8.2,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7579","LWSRVY_20140303_1_0236_1_01","LWSRVY_20140303_1_0236_1",25.2,23.2,6.8,8.2,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7580","LWSRVY_20140303_1_0237_1_01","LWSRVY_20140303_1_0237_1",25.6,27.2,6.77,8.3,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7581","LXSRVY_20140303_1_0246_1_01","LXSRVY_20140303_1_0246_1",25.2,29.8,7.07,8.2,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"7582","LXSRVY_20140303_1_0247_1_01","LXSRVY_20140303_1_0247_1",25.6,25.1,7.71,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7583","LXSRVY_20140303_1_0249_1_01","LXSRVY_20140303_1_0249_1",24.9,33.5,5.67,8.2,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"7584","SLSRVY_20140304_1_0255_1_01","SLSRVY_20140304_1_0255_1",23.4,21.4,5.93,8.2,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7585","SLSRVY_20140304_1_0256_1_01","SLSRVY_20140304_1_0256_1",23.3,17.9,6.45,8.1,0.9,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"7586","SLSRVY_20140304_1_0257_1_01","SLSRVY_20140304_1_0257_1",24.3,17,7.07,8.2,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7587","SLSRVY_20140304_1_0261_1_01","SLSRVY_20140304_1_0261_1",24,13.5,7.28,8.1,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"7588","SLSRVY_20140304_1_0262_1_01","SLSRVY_20140304_1_0262_1",25.1,18.6,6.75,8.1,1.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"7589","SLSRVY_20140304_1_0264_1_01","SLSRVY_20140304_1_0264_1",25.3,14.4,7.4,8.2,2,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"7590","SLSRVY_20140304_1_0269_1_01","SLSRVY_20140304_1_0269_1",25.1,18.4,6.21,8.1,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7591","SLSRVY_20140304_1_0270_1_01","SLSRVY_20140304_1_0270_1",26.4,13.6,7.48,8.2,1,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"7592","SLSRVY_20140304_1_0271_1_01","SLSRVY_20140304_1_0271_1",26.2,10.6,7.2,8.2,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"7593","LXSRVY_20140305_1_0242_1_01","LXSRVY_20140305_1_0242_1",24.3,17.7,6.09,8.1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"7594","LXSRVY_20140305_1_0243_1_01","LXSRVY_20140305_1_0243_1",24.6,18,6.03,8,0.7,NA,0.7,NA,NA,NA,NA,NA,NA,NA
