"OysterID","Date","Section","StationName","Station","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","FinalTissueWt","CI","Temperature","Salinity","DO","pH","Group","Year","YearF","GroupYear","pre.post","pre.post.group","GYD"
"ABEC2311-12",2023-11-06,"E","Cat Point",11,"69.35",0.99,"10.52","50.17",3.16,44.74,2.17,4.85024586499776,19.6,33.205,7.31,8.035,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-11-06"
"ABEC2311-10",2023-11-06,"E","Cat Point",11,"218.96",1.04,"24.61","172.18",4.81,158.04,3.77,2.38547203239686,19.6,33.205,7.31,8.035,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-11-06"
"ABEC2311-07",2023-11-06,"E","Cat Point",11,"94.35",1.03,"10.09","76.75",2.71,70.72,1.68,2.37556561085973,19.6,33.205,7.31,8.035,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-11-06"
"ABEC2311-08",2023-11-06,"E","Cat Point",11,"96.81",1.03,"9.48","80.12",2.75,74.87,1.72,2.29731534660077,19.6,33.205,7.31,8.035,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-11-06"
"ABEC2311-02",2023-11-06,"E","Cat Point",11,"185.25",1,"15.35","156.11",3.72,146.9,2.72,1.85159972770592,19.6,33.205,7.31,8.035,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-11-06"
"ABEC2310-17",2023-10-06,"E","Easthole",12,"136.78",1.05,"12.6","105.66",2.7,94.96,1.65,1.73757371524853,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-18",2023-10-06,"E","Easthole",12,"69.8",1.05,"11.33","50.28",2.67,45.89,1.62,3.53018086729135,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-24",2023-10-06,"E","Easthole",12,"167.61",1.02,"14.45","134.77",3.09,122.73,2.07,1.68662918601809,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-19",2023-10-06,"E","Easthole",12,"48.1",1.03,"5.89","38.02",1.97,35.31,0.94,2.66213537241575,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-14",2023-10-06,"E","Easthole",12,"75.51",1.04,"9","55.3",2.24,50.91,1.2,2.35710076605775,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-23",2023-10-06,"E","Easthole",12,"51.49",0.99,"7.3","38.25",1.82,35.63,0.83,2.32949761436991,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-22",2023-10-06,"E","Easthole",12,"53.61",1.01,"7.27","40.17",2.22,38.5,1.21,3.14285714285714,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-21",2023-10-06,"E","Easthole",12,"43.51",1.02,"7.32","30.47",2.17,28.67,1.15,4.01116149284967,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-15",2023-10-06,"E","Easthole",12,"63.29",1.04,"7.84","50.21",2.2,46.5,1.16,2.49462365591398,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-20",2023-10-06,"E","Easthole",12,"83.71",1.03,"8.54","68.78",2.31,64.92,1.28,1.97165742452249,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-16",2023-10-06,"E","Easthole",12,"55.97",1.03,"9.23","40.47",2.23,36.66,1.2,3.27332242225859,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-25",2023-10-06,"E","Easthole",12,"56.11",1.02,"9.13","44.19",2.53,40.47,1.51,3.7311588831233,25.8,31.465,6.07,8.17,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-05",2023-10-06,"E","Cat Point",11,"102.04",1.05,"8.92","79.53",2.33,73.14,1.28,1.75006836204539,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-03",2023-10-06,"E","Cat Point",11,"107.85",1.02,"9.66","91.83",2.43,83.77,1.41,1.6831801360869,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-10",2023-10-06,"E","Cat Point",11,"116.04",1,"13.14","87.67",2.78,80.06,1.78,2.22333250062453,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-04",2023-10-06,"E","Cat Point",11,"40.29",1.03,"6.21","32.74",2.08,30.13,1.05,3.48489877198805,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-02",2023-10-06,"E","Cat Point",11,"97.79",1.01,"11.57","77.97",2.53,72.44,1.52,2.09828823854224,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-11",2023-10-06,"E","Cat Point",11,"89.19",1.01,"8.59","74.03",2.36,69.95,1.35,1.92994996426019,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-08",2023-10-06,"E","Cat Point",11,"111.11",1.05,"12.45","90.24",3.11,84.76,2.06,2.43039169419537,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-12",2023-10-06,"E","Cat Point",11,"88.7",1,"9.52","77",2.52,74.05,1.52,2.05266711681296,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-07",2023-10-06,"E","Cat Point",11,"180.79",0.96,"11.74","140.35",2.33,124.65,1.37,1.09907741676695,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-13",2023-10-06,"E","Cat Point",11,"53.93",1.03,"6.2","44.32",1.92,42.38,0.89,2.10004719207173,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-01",2023-10-06,"E","Cat Point",11,"135.67",1.02,"10.63","112.99",2.9,102.32,1.88,1.83737294761532,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-06",2023-10-06,"E","Cat Point",11,"101.57",0.97,"7.93","82.35",2.13,76.37,1.16,1.51892104229409,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2310-09",2023-10-06,"E","Cat Point",11,"82.15",1.05,"11.82","65.72",2.84,61.9,1.79,2.89176090468498,25.8,30.21,6.11,8.16,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-10-06"
"ABEC2309-24",2023-09-05,"E","Easthole",12,"128.82",0.99,"18.1","106.21",2.95,99.57,1.96,1.9684643969067,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-22",2023-09-05,"E","Easthole",12,"137.35",1.02,"14.71","108.86",2.99,98.96,1.97,1.99070331447049,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-14",2023-09-05,"E","Easthole",12,"85.42",1.01,"9.96","58.17",2.57,53.19,1.56,2.93288212069938,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-20",2023-09-05,"E","Easthole",12,"59.02",1.02,"5.79","50.09",1.86,48.67,0.84,1.72590918430245,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-19",2023-09-05,"E","Easthole",12,"104.2",0.98,"13.23","77.65",2.72,66.73,1.74,2.60752285328938,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-17",2023-09-05,"E","Easthole",12,"62.67",0.98,"7.85","51.87",1.94,48.88,0.96,1.96399345335516,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-25",2023-09-05,"E","Easthole",12,"138.66",0.98,"15.64","111.22",2.93,105.66,1.95,1.84554230550823,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-15",2023-09-05,"E","Easthole",12,"63.09",1.02,"4.86","52.82",1.73,48.2,0.71,1.47302904564315,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-18",2023-09-05,"E","Easthole",12,"62.83",0.98,"9.29","45.09",2.43,41.46,1.45,3.49734684032803,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-23",2023-09-05,"E","Easthole",12,"83.09",1.02,"10.09","68.35",2.26,66.79,1.24,1.85656535409492,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-13",2023-09-05,"E","Easthole",12,"41.3",1,"5.96","35.17",2.03,32.21,1.03,3.19776466935734,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-16",2023-09-05,"E","Easthole",12,"55.88",0.99,"6.92","46.68",1.95,43.35,0.96,2.21453287197232,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-21",2023-09-05,"E","Easthole",12,"130.3",1.02,"10.92","110.35",2.54,99.95,1.52,1.5207603801901,28.5,32.5,6.34,8.3,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-07",2023-09-05,"E","Cat Point",11,"95.33",0.99,"10.83","79.49",2.32,75.25,1.33,1.76744186046512,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-01",2023-09-05,"E","Cat Point",11,"97.44",1.01,"13.37","72.79",2.38,65.42,1.37,2.09416080709263,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-12",2023-09-05,"E","Cat Point",11,"40.59",0.98,"6.26","34.77",2.04,31.05,1.06,3.41384863123994,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-03",2023-09-05,"E","Cat Point",11,"202.3",1,"16.28","160.82",3.15,139.7,2.15,1.53901216893343,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-06",2023-09-05,"E","Cat Point",11,"37.97",1.01,"5.27","30.43",1.83,29.44,0.82,2.78532608695652,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-09",2023-09-05,"E","Cat Point",11,"151.37",1,"11.85","118.19",2.6,103.55,1.6,1.54514727184935,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-10",2023-09-05,"E","Cat Point",11,"48.58",1.01,"4.77","39.97",1.72,38.22,0.71,1.85766614338043,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-05",2023-09-05,"E","Cat Point",11,"44.63",0.97,"4.65","36.94",1.63,35.34,0.66,1.86757215619694,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-08",2023-09-05,"E","Cat Point",11,"72.65",1,"5.74","62.89",1.86,61.09,0.86,1.40775904403339,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-11",2023-09-05,"E","Cat Point",11,"94.91",1.01,"12.56","73.9",2.65,68.49,1.64,2.39451014746678,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-02",2023-09-05,"E","Cat Point",11,"180.9",1,"12.88","147.41",2.95,136.62,1.95,1.42731664470795,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2309-04",2023-09-05,"E","Cat Point",11,"101.8",1.01,"8.05","87.54",2.33,75.29,1.32,1.75322087926683,28.5,31.51,6.69,8.295,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-09-05"
"ABEC2308-14",2023-08-01,"E","Easthole",12,"161.63",0.99,"18.66","117.68",3.32,102.98,2.33,2.26257525733152,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-25",2023-08-01,"E","Easthole",12,"36.94",1,"5.13","31.57",1.68,29.21,0.68,2.32796987333105,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-17",2023-08-01,"E","Easthole",12,"106.41",1,"12.22","82.61",2.49,70.8,1.49,2.1045197740113,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-16",2023-08-01,"E","Easthole",12,"58.52",1,"8.21","43.47",2.16,39.32,1.16,2.9501525940997,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-13",2023-08-01,"E","Easthole",12,"67.39",0.98,"10.53","51.35",2.2,44.73,1.22,2.72747596691259,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-19",2023-08-01,"E","Easthole",12,"36.06",0.99,"5.74","29.63",1.69,27.24,0.7,2.5697503671072,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-22",2023-08-01,"E","Easthole",12,"28.24",0.98,"5.92","18.58",1.68,16.48,0.7,4.24757281553398,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-20",2023-08-01,"E","Easthole",12,"72.99",0.99,"8.3","59.12",2.14,53.77,1.15,2.13873907383299,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-18",2023-08-01,"E","Easthole",12,"54.17",0.99,"6.77","42.76",1.99,39.2,1,2.55102040816326,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-24",2023-08-01,"E","Easthole",12,"68.59",1,"8.35","51.67",2.13,47.79,1.13,2.36451140405943,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-23",2023-08-01,"E","Easthole",12,"139.86",1,"14.71","101.86",2.97,84.47,1.97,2.33218894281994,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-21",2023-08-01,"E","Easthole",12,"166.3",0.99,"15.77","123.36",2.84,109.74,1.85,1.68580280663386,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-15",2023-08-01,"E","Easthole",12,"92.63",1,"10.35","82.3",2.34,76.85,1.34,1.74365647364997,30.4,17.87,6.415,8.13,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-01",2023-08-01,"E","Cat Point",11,"118.81",0.98,"16.32","89.15",2.67,82.76,1.69,2.04204929917835,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-04",2023-08-01,"E","Cat Point",11,"134.67",0.98,"15.75","111.32",2.74,96.85,1.76,1.81724315952504,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-07",2023-08-01,"E","Cat Point",11,"53.55",0.99,"6.94","45.84",1.96,44.2,0.97,2.19457013574661,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-08",2023-08-01,"E","Cat Point",11,"92.95",1,"8.57","78.64",1.98,69.51,0.98,1.4098690835851,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-02",2023-08-01,"E","Cat Point",11,"118.28",0.99,"20.71","83.01",3.2,74.38,2.21,2.97122882495294,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-11",2023-08-01,"E","Cat Point",11,"44.98",0.99,"5.68","40.21",1.79,37.88,0.8,2.11193241816262,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-05",2023-08-01,"E","Cat Point",11,"67.74",1.01,"9.35","52.66",2.13,48.83,1.12,2.29367192299816,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-10",2023-08-01,"E","Cat Point",11,"39.78",1.01,"6.76","27.59",1.83,24.91,0.82,3.29185066238459,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-12",2023-08-01,"E","Cat Point",11,"126.61",0.95,"14.01","93",3.26,81.09,2.31,2.84868664446911,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-06",2023-08-01,"E","Cat Point",11,"88.25",1,"10.12","70.45",2.36,65.97,1.36,2.06154312566318,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-09",2023-08-01,"E","Cat Point",11,"129.6",0.99,"14.2","102.74",2.58,89.7,1.59,1.77257525083612,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2308-03",2023-08-01,"E","Cat Point",11,"127.18",0.97,"13.42","105.75",2.73,95.12,1.76,1.85029436501262,30.6,18.24,6.42,8.085,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-08-01"
"ABEC2307-14",2023-07-05,"E","Easthole",12,"140.3",0.99,"15.52","114.96",2.98,100.17,1.99,1.98662274133972,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-15",2023-07-05,"E","Easthole",12,"59.68",1.01,"8.09","47.73",2.18,41.78,1.17,2.80038295835328,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-16",2023-07-05,"E","Easthole",12,"172.28",1,"24.86","124.85",3.47,104.29,2.47,2.36839581934989,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-17",2023-07-05,"E","Easthole",12,"148.94",0.99,"17.46","120.42",3.22,105.19,2.23,2.11997338150014,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-18",2023-07-05,"E","Easthole",12,"136.23",0.99,"16.93","105.09",2.75,92.14,1.76,1.91013674842631,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-19",2023-07-05,"E","Easthole",12,"47.25",0.98,"7.6","33.88",1.76,30.59,0.78,2.54985289310232,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-20",2023-07-05,"E","Easthole",12,"137.14",1.02,"19.13","102.04",3.22,89.95,2.2,2.44580322401334,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-21",2023-07-05,"E","Easthole",12,"42.25",1.03,"6.96","31.78",1.93,29.55,0.9,3.04568527918782,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-22",2023-07-05,"E","Easthole",12,"65.18",0.99,"10.32","51.1",2.35,46.46,1.36,2.9272492466638,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-23",2023-07-05,"E","Easthole",12,"52.04",0.99,"7.53","41.9",1.96,38.07,0.97,2.54793800893092,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-24",2023-07-05,"E","Easthole",12,"71.08",1,"13.66","51.84",2.63,46.78,1.63,3.48439504061565,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-25",2023-07-05,"E","Easthole",12,"77.79",1,"11.91","57.66",2.59,54.4,1.59,2.92279411764706,31,13.81,6.47,8.1,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-01",2023-07-05,"E","Cat Point",11,"32.54",1.01,"6.25","26.38",1.88,25.32,0.87,3.43601895734597,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-02",2023-07-05,"E","Cat Point",11,"64.19",1.02,"9.08","47.11",2.11,42.12,1.09,2.58784425451092,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-03",2023-07-05,"E","Cat Point",11,"116.69",0.99,"10.68","97.97",2.85,94.56,1.86,1.96700507614213,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-04",2023-07-05,"E","Cat Point",11,"81.28",1.03,"8.61","65.51",2.12,58.75,1.09,1.85531914893617,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-05",2023-07-05,"E","Cat Point",11,"170.7",0.98,"16.67","150.47",3.45,141.44,2.47,1.74632352941176,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-06",2023-07-05,"E","Cat Point",11,"144.64",0.99,"13.56","117.22",2.68,110.14,1.69,1.5344107499546,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-07",2023-07-05,"E","Cat Point",11,"203.12",0.98,"17.16","172.07",3.15,152.09,2.17,1.42678677099086,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-08",2023-07-05,"E","Cat Point",11,"108.07",0.99,"9.52","90.48",3.39,84.75,2.4,2.83185840707965,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-09",2023-07-05,"E","Cat Point",11,"104.69",1.02,"7.61","89.01",2.11,82.46,1.09,1.32185301964589,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-10",2023-07-05,"E","Cat Point",11,"52.36",1.01,"6.26","43.05",1.82,42.04,0.81,1.9267364414843,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-11",2023-07-05,"E","Cat Point",11,"196.26",0.99,"23.67","149.98",4.86,138.62,3.87,2.79180493435291,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-12",2023-07-05,"E","Cat Point",11,"107.28",0.99,"12.28","79.92",2.83,74.49,1.84,2.47013021882132,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
"ABEC2307-13",2023-07-05,"E","Cat Point",11,"84.91",0.99,"6.72","72.7",1.96,68.02,0.97,1.42605116142311,31.1,13.175,5.865,7.885,"East Section",2023,"2023","East Section.2023","Post-closure","Post-closure.East Section","East Section.2023.2023-07-05"
